Timestamp,GPS16_L1PR,GPS16_L2PR,GPS16_EAST,GPS16_NORTH,GPS16_UP,GPS22_L1PR,GPS22_L2PR,GPS22_EAST,GPS22_NORTH,GPS22_UP,GPS9_L1PR,GPS9_L2PR,GPS9_EAST,GPS9_NORTH,GPS9_UP,GPS4_L1PR,GPS4_L2PR,GPS4_EAST,GPS4_NORTH,GPS4_UP,GPS31_L1PR,GPS31_L2PR,GPS31_EAST,GPS31_NORTH,GPS31_UP,GPS26_L1PR,GPS26_L2PR,GPS26_EAST,GPS26_NORTH,GPS26_UP,GPS3_L1PR,GPS3_L2PR,GPS3_EAST,GPS3_NORTH,GPS3_UP,TRUTH_EAST,TRUTH_NORTH,TRUTH_UP
350893,19896781.1,19896781.21,-55437.35925,-5058501.599,19370573.05,23314350.78,23314350.89,-11678080.28,-18035239.73,9363961.646,23491045.15,23491045.84,-16299542.17,14961679.73,8253437.576,20848212.75,20848214.01,-8346505.559,7626846.172,17662932.55,23012778.66,23012779.59,19600715.66,6044561.642,10703344.49,20670159.28,20670159.67,8590410.923,6278150.148,17865192.49,22191529.07,22191530.4,-14148401.44,-11067403.78,13239888.43,-4.671486146,15.86974117,-4.939961907
350894,19896595.97,19896596.13,-54611.93877,-5055544.823,19371154.56,23314904.74,23314904.72,-11677511.66,-18037435.11,9361825.023,23490416.97,23490417.13,-16298192.01,14960880.47,8255751.183,20847849.38,20847850.65,-8344901.717,7624883.362,17664104.7,23013274.84,23013275.83,19602660.94,6043078.596,10701689.16,20670505.4,20670505.77,8591800.915,6280343.51,17864154.38,22191990.1,22191991.42,-14148412.65,-11070184.08,13238326.77,-4.657404344,15.86801763,-4.943375748
350895,19896410.97,19896411.14,-53786.30957,-5052588.088,19371735.69,23315458.7,23315458.72,-11676942.82,-18039630.24,9359688.229,23489788.86,23489789.49,-16296841.93,14960080.77,8258064.636,20847486.09,20847487.33,-8343298.056,7622920.195,17665276.57,23013771.1,23013772.05,19604605.97,6041595.212,10700033.73,20670851.6,20670851.98,8593191.088,6282536.558,17863115.97,22192451.26,22192452.5,-14148423.72,-11072964.22,13236764.78,-4.644944627,15.85063104,-4.932231908
350896,19896226.12,19896226.31,-52960.47162,-5049631.397,19372316.44,23316012.72,23316012.96,-11676373.75,-18041825.12,9357551.266,23489160.72,23489161.44,-16295491.93,14959280.61,8260377.937,20847122.86,20847124.19,-8341694.575,7620956.671,17666448.16,23014267.4,23014268.57,19606550.75,6040111.491,10698378.2,20671197.94,20671198.34,8594581.441,6284729.294,17862077.25,22192912.5,22192913.71,-14148434.65,-11075744.19,13235202.47,-4.634471764,15.84258158,-4.938887536
350897,19896041.3,19896041.49,-52134.42488,-5046674.747,19372896.81,23316566.67,23316566.89,-11675804.47,-18044019.75,9355414.132,23488532.6,23488533.22,-16294141.99,14958480.01,8262691.084,20846759.62,20846761,-8340091.274,7618992.791,17667619.48,23014763.59,23014765.05,19608495.26,6038627.431,10696722.58,20671544.23,20671544.62,8595971.975,6286921.716,17861038.23,22193373.68,22193374.97,-14148445.44,-11078524.01,13233639.83,-4.623600795,15.83670099,-4.953436359
350898,19895856.6,19895856.86,-51308.16934,-5043718.14,19373476.8,23317120.64,23317120.86,-11675234.96,-18046214.13,9353276.828,23487904.52,23487904.85,-16292792.13,14957678.95,8265004.078,20846396.51,20846397.84,-8338488.154,7617028.555,17668790.53,23015259.91,23015261.36,19610439.52,6037143.034,10695066.85,20671890.65,20671891.02,8597362.69,6289113.826,17859998.9,22193835,22193836.27,-14148456.08,-11081303.67,13232076.87,-4.613667441,15.83871967,-4.947894002
350899,19895672.08,19895672.34,-50481.70498,-5040761.576,19374056.41,23317674.71,23317674.87,-11674665.23,-18048408.27,9351139.354,23487276.52,23487276.32,-16291442.34,14956877.44,8267316.919,20846033.5,20846034.76,-8336885.215,7615063.962,17669961.3,23015756.35,23015758.08,19612383.52,6035658.299,10693411.02,20672237.17,20672237.54,8598753.586,6291305.622,17858959.27,22194296.45,22194297.68,-14148466.58,-11084083.16,13230513.58,-4.594364054,15.82991767,-4.940595711
350900,19895487.67,19895487.9,-49655.03176,-5037805.054,19374635.64,23318228.74,23318229.1,-11674095.28,-18050602.15,9349001.711,23486648.36,23486648.14,-16290092.62,14956075.48,8269629.607,20845670.53,20845671.74,-8335282.456,7613099.012,17671131.8,23016252.72,23016254.54,19614327.26,6034173.227,10691755.09,20672583.76,20672584.13,8600144.662,6293497.104,17857919.34,22194757.91,22194759.15,-14148476.93,-11086862.49,13228949.96,-4.593399831,15.82179038,-4.946353173
350901,19895303.36,19895303.62,-48828.14966,-5034848.576,19375214.49,23318782.85,23318783.12,-11673525.11,-18052795.79,9346863.897,23486020.28,23486019.92,-16288742.98,14955273.07,8271942.141,20845307.63,20845308.83,-8333679.878,7611133.706,17672302.03,23016749.18,23016751.22,19616270.74,6032687.817,10690099.06,20672930.42,20672930.84,8601535.92,6295688.274,17856879.11,22195219.53,22195220.67,-14148487.14,-11089641.67,13227386.03,-4.587411682,15.81121538,-4.944334179
350902,19895119.21,19895119.44,-48001.05865,-5031892.14,19375792.96,23319336.98,23319337.4,-11672954.71,-18054989.18,9344725.914,23485392.21,23485391.68,-16287393.41,14954470.21,8274254.521,20844944.83,20844946,-8332077.48,7609168.045,17673471.98,23017245.4,23017247.83,19618213.97,6031202.07,10688442.93,20673277.2,20673277.58,8602927.357,6297879.13,17855838.57,22195681.16,22195682.39,-14148497.21,-11092420.68,13225821.76,-4.587935561,15.81722226,-4.933451447
350903,19894935.23,19894935.42,-47173.75872,-5028935.747,19376371.05,23319891.11,23319891.68,-11672384.09,-18057182.32,9342587.761,23484764.21,23484764.07,-16286043.92,14953666.9,8276566.748,20844582.14,20844583.28,-8330475.263,7607202.026,17674641.65,23017741.8,23017744.35,19620156.93,6029715.985,10686786.7,20673624.1,20673624.46,8604318.976,6300069.672,17854797.72,22196142.91,22196144.12,-14148507.13,-11095199.53,13224257.18,-4.569790592,15.80917984,-4.919188184
350904,19894751.4,19894751.56,-46346.24983,-5025979.397,19376948.76,23320445.32,23320445.84,-11671813.25,-18059375.21,9340449.438,23484136.18,23484135.98,-16284694.49,14952863.14,8278878.822,20844219.54,20844220.63,-8328873.227,7605235.652,17675811.05,23018238.26,23018240.8,19622099.64,6028229.563,10685130.37,20673971.11,20673971.46,8605710.775,6302259.901,17853756.58,22196604.78,22196605.99,-14148516.91,-11097978.21,13222692.26,-4.559854223,15.79334581,-4.923756037
350905,19894567.61,19894567.8,-45518.53197,-5023023.09,19377526.09,23320999.54,23320999.99,-11671242.19,-18061567.85,9338310.946,23483508.24,23483508.2,-16283345.14,14952058.93,8281190.742,20843856.96,20843858.06,-8327271.371,7603268.922,17676980.18,23018734.71,23018737.41,19624042.1,6026742.803,10683473.94,20674318.16,20674318.52,8607102.755,6304449.817,17852715.13,22197066.7,22197067.83,-14148526.55,-11100756.74,13221127.03,-4.561570699,15.80287518,-4.925003069
350906,19894383.95,19894384.11,-44690.6051,-5020066.826,19378103.05,23321553.77,23321554.31,-11670670.91,-18063760.25,9336172.284,23482880.29,23482880.62,-16281995.87,14951254.27,8283502.509,20843494.44,20843495.53,-8325669.696,7601301.835,17678149.03,23019231.18,23019233.53,19625984.29,6025255.707,10681817.41,20674665.29,20674665.61,8608494.915,6306639.419,17851673.38,22197528.66,22197529.79,-14148536.04,-11103535.1,13219561.47,-4.552998706,15.78192716,-4.90360552
350907,19894200.38,19894200.55,-43862.4692,-5017110.605,19378679.62,23322108,23322108.57,-11670099.4,-18065952.39,9334033.453,23482252.35,23482252.89,-16280646.67,14950449.15,8285814.121,20843131.99,20843133.04,-8324068.202,7599334.393,17679317.61,23019727.67,23019729.89,19627926.23,6023768.273,10680160.78,20675012.48,20675012.8,8609887.256,6308828.707,17850631.32,22197990.71,22197991.8,-14148545.38,-11106313.31,13217995.58,-4.554779745,15.77894254,-4.903316859
350908,19894016.91,19894017.09,-43034.12425,-5014154.428,19379255.81,23322662.27,23322662.94,-11669527.67,-18068144.29,9331894.453,23481624.34,23481625.17,-16279297.54,14949643.59,8288125.58,20842769.58,20842770.62,-8322466.889,7597366.595,17680485.91,23020223.99,23020226.2,19629867.9,6022280.502,10678504.05,20675359.73,20675360.03,8611279.778,6311017.681,17849588.96,22198452.77,22198453.9,-14148554.59,-11109091.35,13216429.37,-4.539236344,15.77683409,-4.892623187
350909,19893833.63,19893833.81,-42205.57022,-5011198.295,19379831.62,23323216.57,23323217.28,-11668955.72,-18070335.94,9329755.283,23480996.43,23480996.94,-16277948.48,14948837.58,8290436.886,20842407.27,20842408.31,-8320865.756,7595398.44,17681653.94,23020720.49,23020722.5,19631809.32,6020792.394,10676847.22,20675707.09,20675707.36,8612672.48,6313206.342,17848546.3,22198914.96,22198916.03,-14148563.65,-11111869.23,13214862.83,-4.541785443,15.77356458,-4.907609329
350910,19893650.52,19893650.65,-41376.80708,-5008242.204,19380407.05,23323770.95,23323771.7,-11668383.54,-18072527.34,9327615.944,23480368.54,23480369.14,-16276599.5,14948031.11,8292748.037,20842045.06,20842046.14,-8319264.804,7593429.93,17682821.7,23021216.99,23021218.8,19633750.49,6019303.948,10675190.29,20676054.58,20676054.82,8614065.363,6315394.689,17847503.33,22199377.28,22199378.38,-14148572.56,-11114646.95,13213295.97,-4.536839614,15.77275234,-4.916423197
350911,19893467.46,19893467.54,-40547.83482,-5005286.158,19380982.1,23324325.32,23324326.16,-11667811.14,-18074718.49,9325476.436,23479740.6,23479741.5,-16275250.59,14947224.2,8295059.035,20841682.83,20841683.92,-8317664.034,7591461.064,17683989.17,23021713.34,23021715.44,19635691.39,6017815.166,10673533.26,20676402.1,20676402.36,8615458.426,6317582.722,17846460.06,22199839.59,22199840.7,-14148581.33,-11117424.5,13211728.79,-4.542513661,15.75759167,-4.917678445
350912,19893284.55,19893284.58,-39718.6534,-5002330.154,19381556.78,23324879.68,23324880.47,-11667238.52,-18076909.39,9323336.759,23479112.72,23479113.95,-16273901.75,14946416.83,8297369.878,20841320.73,20841321.83,-8316063.444,7589491.843,17685156.38,23022209.71,23022212.11,19637632.03,6016326.047,10671876.12,20676749.71,20676750.03,8616851.669,6319770.441,17845416.49,22200302.05,22200303.22,-14148589.96,-11120201.9,13210161.28,-4.526483911,15.75231613,-4.929236726
350913,19893101.84,19893101.88,-38889.2628,-4999374.195,19382131.07,23325434.19,23325434.99,-11666665.68,-18079100.04,9321196.912,23478484.98,23478486.57,-16272552.99,14945609.02,8299680.568,20840958.8,20840959.92,-8314463.035,7587522.265,17686323.31,23022706.22,23022708.56,19639572.42,6014836.591,10670218.89,20677097.49,20677097.79,8618245.094,6321957.846,17844372.62,22200764.63,22200765.84,-14148598.44,-11122979.13,13208593.45,-4.51643191,15.74915934,-4.925606791
350914,19892919.24,19892919.26,-38059.663,-4996418.28,19382704.98,23325988.69,23325989.53,-11666092.62,-18081290.45,9319056.897,23477857.24,23477858.85,-16271204.31,14944800.75,8301991.104,20840596.94,20840598.01,-8312862.807,7585552.332,17687489.96,23023202.7,23023204.68,19641512.55,6013346.798,10668561.56,20677445.33,20677445.6,8619638.698,6324144.937,17843328.44,22201227.27,22201228.53,-14148606.77,-11125756.2,13207025.29,-4.505881204,15.74597357,-4.916477889
350915,19892736.75,19892736.77,-37229.85398,-4993462.408,19383278.51,23326543.23,23326544.13,-11665519.33,-18083480.6,9316916.713,23477229.58,23477231.01,-16269855.69,14943992.04,8304301.485,20840235.1,20840236.2,-8311262.76,7583582.044,17688656.34,23023699.24,23023701.61,19643452.42,6011856.669,10666904.13,20677793.25,20677793.55,8621032.484,6326331.713,17842283.96,22201689.98,22201691.25,-14148614.97,-11128533.11,13205456.81,-4.495367045,15.7442661,-4.898429686
350916,19892554.36,19892554.35,-36399.83569,-4990506.58,19383851.67,23327097.77,23327098.67,-11664945.82,-18085670.51,9314776.36,23476601.9,23476603.35,-16268507.15,14943182.87,8306611.713,20839873.34,20839874.4,-8309662.894,7581611.4,17689822.45,23024195.81,23024197.99,19645392.03,6010366.203,10665246.6,20678141.27,20678141.52,8622426.449,6328518.176,17841239.18,22202152.77,22202153.98,-14148623.01,-11131309.86,13203888.01,-4.496194186,15.74327494,-4.88214457
350917,19892372.14,19892372.12,-35569.60814,-4987550.797,19384424.44,23327652.38,23327653.27,-11664372.08,-18087860.17,9312635.839,23475974.25,23475975.91,-16267158.69,14942373.25,8308921.786,20839511.66,20839512.74,-8308063.209,7579640.4,17690988.28,23024692.49,23024694.52,19647331.38,6008875.4,10663588.97,20678489.42,20678489.66,8623820.595,6330704.324,17840194.09,22202615.65,22202616.9,-14148630.92,-11134086.44,13202318.88,-4.485692193,15.73229604,-4.883570913
350918,19892190.06,19892190.11,-34739.17127,-4984595.057,19384996.83,23328207.09,23328207.88,-11663798.13,-18090049.57,9310495.148,23475346.63,23475348.02,-16265810.29,14941563.18,8311231.705,20839150.14,20839151.25,-8306463.705,7577669.045,17692153.83,23025189.12,23025191.08,19649270.48,6007384.261,10661931.23,20678837.64,20678837.94,8625214.922,6332890.158,17839148.7,22203078.69,22203079.95,-14148638.68,-11136862.87,13200749.42,-4.500181376,15.71688893,-4.869609637
350919,19892008.05,19892008.11,-33908.52508,-4981639.362,19385568.85,23328761.7,23328762.48,-11663223.95,-18092238.73,9308354.29,23474719.07,23474720.65,-16264461.97,14940752.67,8313541.47,20838788.56,20838789.7,-8304864.382,7575697.335,17693319.11,23025685.68,23025687.79,19651209.31,6005892.785,10660273.4,20679185.89,20679186.17,8626609.429,6335075.678,17838103.01,22203541.67,22203543.01,-14148646.29,-11139639.13,13199179.65,-4.50189385,15.70831137,-4.867163631
350920,19891826.14,19891826.23,-33077.66954,-4978683.711,19386140.48,23329316.36,23329317.07,-11662649.55,-18094427.64,9306213.262,23474091.42,23474093.25,-16263113.73,14939941.7,8315851.081,20838427.1,20838428.27,-8303265.24,7573725.269,17694484.11,23026182.33,23026183.95,19653147.89,6004400.972,10658615.47,20679534.24,20679534.52,8628004.116,6337260.883,17837057.01,22204004.76,22204006.18,-14148653.76,-11142415.23,13197609.55,-4.50158132,15.70678596,-4.858107492
350921,19891644.39,19891644.46,-32246.60462,-4975728.104,19386711.73,23329871.04,23329871.9,-11662074.92,-18096616.3,9304072.066,23473463.85,23473465.53,-16261765.56,14939130.28,8318160.537,20838065.74,20838066.92,-8301666.279,7571752.848,17695648.84,23026678.99,23026680.85,19655086.21,6002908.823,10656957.44,20679882.72,20679882.96,8629398.983,6339445.774,17836010.71,22204467.92,22204469.42,-14148661.08,-11145191.16,13196039.12,-4.491149151,15.71269578,-4.876691739
350922,19891462.77,19891462.87,-31415.3303,-4972772.542,19387282.61,23330425.76,23330426.74,-11661500.07,-18098804.72,9301930.702,23472836.29,23472838.35,-16260417.46,14938318.41,8320469.839,20837704.43,20837705.59,-8300067.5,7569780.072,17696813.3,23027175.6,23027177.08,19657024.27,6001416.338,10655299.31,20680231.26,20680231.52,8630794.031,6341630.35,17834964.11,22204931.22,22204932.75,-14148668.26,-11147966.94,13194468.37,-4.498667105,15.70269962,-4.866560767
350923,19891281.29,19891281.39,-30583.84655,-4969817.024,19387853.1,23330980.56,23330981.43,-11660925,-18100992.88,9299789.169,23472208.79,23472210.72,-16259069.44,14937506.09,8322778.986,20837343.17,20837344.35,-8298468.902,7567806.941,17697977.48,23027672.24,23027673.7,19658962.07,5999923.517,10653641.07,20680579.89,20680580.11,8632189.26,6343814.612,17833917.21,22205394.6,22205396.1,-14148675.3,-11150742.55,13192897.3,-4.484318432,15.70259528,-4.889357604
350924,19891099.92,19891099.99,-29752.15334,-4966861.551,19388423.21,23331535.34,23331536.19,-11660349.71,-18103180.79,9297647.468,23471581.28,23471583,-16257721.49,14936693.33,8325087.979,20836981.98,20836983.19,-8296870.485,7565833.454,17699141.38,23028168.91,23028170.51,19660899.61,5998430.359,10651982.74,20680928.57,20680928.84,8633584.668,6345998.559,17832870.01,22205858.04,22205859.48,-14148682.19,-11153518,13191325.91,-4.469294829,15.69606415,-4.858632253
350925,19890918.69,19890918.74,-28920.25067,-4963906.123,19388992.95,23332090.14,23332090.89,-11659774.19,-18105368.46,9295505.599,23470953.82,23470955.54,-16256373.62,14935880.11,8327396.817,20836620.9,20836622.18,-8295272.249,7563859.612,17700305.01,23028665.62,23028666.92,19662836.89,5996936.865,10650324.31,20681277.35,20681277.62,8634980.257,6348182.191,17831822.5,22206321.51,22206322.99,-14148688.93,-11156293.29,13189754.19,-4.476432835,15.69016479,-4.858411586
350926,19890737.53,19890737.55,-28088.13849,-4960950.739,19389562.3,23332644.91,23332645.74,-11659198.45,-18107555.87,9293363.562,23470326.31,23470328.25,-16255025.82,14935066.44,8329705.501,20836259.82,20836261.16,-8293674.195,7561885.416,17701468.36,23029162.25,23029163.72,19664773.91,5995443.035,10648665.78,20681626.2,20681626.46,8636376.026,6350365.509,17830774.69,22206785.03,22206786.58,-14148695.53,-11159068.41,13188182.14,-4.463218041,15.68400857,-4.878824266
350927,19890556.59,19890556.54,-27255.81678,-4957995.4,19390131.28,23333199.76,23333200.69,-11658622.49,-18109743.04,9291221.357,23469698.91,23469701.09,-16253678.1,14934252.32,8332014.03,20835898.9,20835900.23,-8292076.321,7559910.864,17702631.44,23029658.93,23029660.49,19666710.68,5993948.869,10647007.14,20681975.19,20681975.5,8637771.976,6352548.512,17829726.57,22207248.69,22207250.24,-14148701.99,-11161843.37,13186609.78,-4.465633522,15.69103019,-4.872131434
350928,19890375.69,19890375.66,-26423.28552,-4955040.106,19390699.87,23333754.6,23333755.59,-11658046.3,-18111929.96,9289078.983,23469071.54,23469073.39,-16252330.45,14933437.75,8334322.405,20835538.05,20835539.38,-8290478.63,7557935.958,17703794.24,23030155.66,23030156.99,19668647.18,5992454.367,10645348.41,20682324.24,20682324.58,8639168.105,6354731.2,17828678.16,22207712.42,22207714,-14148708.29,-11164618.17,13185037.09,-4.465347658,15.69512472,-4.883721956
350929,19890194.94,19890194.92,-25590.54469,-4952084.857,19391268.09,23334309.54,23334310.52,-11657469.89,-18114116.62,9286936.442,23468444.19,23468445.77,-16250982.87,14932622.73,8336630.624,20835177.3,20835178.59,-8288881.119,7555960.696,17704956.77,23030652.43,23030653.59,19670583.43,5990959.529,10643689.58,20682673.38,20682673.74,8640564.415,6356913.573,17827629.44,22208176.26,22208177.92,-14148714.46,-11167392.81,13183464.07,-4.460462564,15.68191996,-4.86550214
350930,19890014.3,19890014.29,-24757.59426,-4949129.654,19391835.92,23334864.46,23334865.56,-11656893.26,-18116303.04,9284793.733,23467816.81,23467818.17,-16249635.37,14931807.26,8338938.689,20834816.59,20834817.89,-8287283.79,7553985.08,17706119.02,23031149.14,23031150.66,19672519.42,5989464.355,10642030.65,20683022.59,20683022.98,8641960.905,6359095.631,17826580.42,22208640.18,22208641.89,-14148720.48,-11170167.29,13181890.74,-4.468103264,15.68340082,-4.859473648
350931,19889833.82,19889833.82,-23924.4342,-4946174.495,19392403.38,23335419.41,23335420.63,-11656316.41,-18118489.21,9282650.856,23467189.47,23467190.84,-16248287.94,14930991.34,8341246.599,20834455.94,20834457.29,-8285686.642,7552009.109,17707281,23031645.86,23031647.55,19674455.14,5987968.846,10640371.61,20683371.94,20683372.31,8643357.576,6361277.374,17825531.09,22209104.2,22209105.9,-14148726.35,-11172941.6,13180317.08,-4.474341677,15.70377316,-4.851275056
350932,19889653.44,19889653.44,-23091.06449,-4943219.382,19392970.46,23335974.39,23335975.57,-11655739.33,-18120675.13,9280507.812,23466562.15,23466563.68,-16246940.59,14930174.97,8343554.354,20834095.33,20834096.66,-8284089.676,7550032.784,17708442.7,23032142.64,23032144.24,19676390.61,5986473,10638712.48,20683721.3,20683721.69,8644754.426,6363458.802,17824481.47,22209568.26,22209569.87,-14148732.08,-11175715.75,13178743.09,-4.486391199,15.6880332,-4.866394859
350933,19889473.22,19889473.14,-22257.48511,-4940264.314,19393537.15,23336529.45,23336530.74,-11655162.02,-18122860.8,9278364.6,23465934.84,23465936.31,-16245593.31,14929358.15,8345861.955,20833734.8,20833736.11,-8282492.891,7548056.103,17709604.13,23032639.3,23032640.69,19678325.82,5984976.819,10637053.25,20684070.79,20684071.14,8646151.457,6365639.915,17823431.54,22210032.42,22210033.95,-14148737.66,-11178489.73,13177168.79,-4.507204735,15.66133367,-4.804607453
350934,19889293.14,19889293.16,-21423.69603,-4937309.291,19394103.47,23337084.59,23337085.73,-11654584.5,-18125046.22,9276221.22,23465307.57,23465309.12,-16244246.11,14928540.88,8348169.4,20833374.51,20833375.71,-8280896.288,7546079.068,17710765.28,23033136.07,23033137.52,19680260.77,5983480.302,10635393.92,20684420.38,20684420.78,8647548.668,6367820.713,17822381.31,22210496.72,22210498.19,-14148743.1,-11181263.56,13175594.16,-4.499880461,15.65926339,-4.793858264
350935,19889113.23,19889113.29,-20589.69722,-4934354.314,19394669.41,23337639.75,23337640.93,-11654006.75,-18127231.39,9274077.672,23464680.36,23464681.97,-16242898.98,14927723.16,8350476.69,20833014.2,20833015.44,-8279299.866,7544101.679,17711926.15,23033632.89,23033634.26,19682195.46,5981983.45,10633734.48,20684770.1,20684770.53,8648946.058,6370001.195,17821330.77,22210961.06,22210962.6,-14148748.39,-11184037.22,13174019.2,-4.486957109,15.65884535,-4.783152679
350936,19888933.47,19888933.47,-19755.48867,-4931399.382,19395234.96,23338194.93,23338196.11,-11653428.78,-18129416.31,9271933.958,23464053.17,23464055.04,-16241551.93,14926904.99,8352783.825,20832654.01,20832655.27,-8277703.626,7542123.935,17713086.75,23034129.84,23034131.13,19684129.89,5980486.262,10632074.95,20685119.9,20685120.33,8650343.629,6372181.362,17820279.94,22211425.57,22211427.1,-14148753.54,-11186810.72,13172443.93,-4.503748577,15.63725295,-4.791991925
350937,NaN,NaN,NaN,NaN,NaN,23338750.21,23338751.25,-11652850.58,-18131600.99,9269790.076,23463426.03,23463427.87,-16240204.95,14926086.37,8355090.805,20832293.9,20832295.2,-8276107.568,7540145.836,17714247.07,20685469.81,20685470.28,8651741.38,6374361.214,17819228.8,23034626.74,23034627.79,19686064.07,5978988.738,10630415.32,22211890.18,22211891.81,-14148758.54,-11189584.06,13170868.33,-4.518654095,15.65515007,-4.745452719
350938,19888574.37,19888574.09,-18086.44222,-4925489.656,19396364.94,23339305.45,23339306.29,-11652272.16,-18133785.41,9267646.026,23462798.98,23462801.02,-16238858.04,14925267.3,8357397.63,20831933.92,20831935.28,-8274511.691,7538167.383,17715407.12,20685819.83,20685820.3,8653139.312,6376540.75,17818177.36,NaN,NaN,NaN,NaN,NaN,22212354.84,22212356.29,-14148763.39,-11192357.23,13169292.41,-4.501172753,15.66435948,-4.711855031
350939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.498909981,15.64089102,-4.72460163
350940,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.481419824,15.6256936,-4.70720938
350941,NaN,NaN,NaN,NaN,NaN,23340971.23,23340971.86,-11650535.57,-18140337.18,9261212.875,23460917.72,23460920.05,-16234817.78,14922807.38,8364317.173,20830854.13,20830855.51,-8269725.15,7532229.899,17718885.61,20686870.12,20686870.64,8657334.185,6383077.466,17815021.23,NaN,NaN,NaN,NaN,NaN,22213749.09,22213750.32,-14148777.09,-11200675.77,13164562.7,-4.527189836,15.5965516,-4.696680148
350942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.498527621,15.63172111,-4.699723227
350943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.512897341,15.64547536,-4.685957074
350944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.524404986,15.64989076,-4.685564206
350945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.555351257,15.64855121,-4.625332889
350946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.562904026,15.66207745,-4.61584925
350947,NaN,NaN,NaN,NaN,NaN,23344303.58,23344304.21,-11647056.33,-18153433.98,9248342.063,23457155.89,23457157.64,-16226739.28,14917875.41,8378152.063,20828696.61,20828698.02,-8260156.974,7520345.368,17725835.13,20688973.14,20688973.72,8665728.792,6396142.374,17808700.81,23039596.35,23039599.51,19705391.5,5963995.063,10613813.49,22216539.63,22216540.83,-14148800.53,-11217308.45,13155094.59,-4.558984326,15.65683474,-4.721846607
350948,19886785.6,19886773.2,-9728.616693,-4895943.785,19401992.03,23344859.13,23344859.71,-11646475.68,-18155615.9,9246196.345,23456528.99,23456530.85,-16225393.13,14917051.85,8380457.333,20828337.22,20828338.65,-8258562.915,7518363.374,17726992.42,23040092.6,23040097.25,19707322.81,5962493.852,10612152.76,20689323.9,20689324.52,8667128.523,6398318.754,17807646.35,22217004.99,22217006.22,-14148803.92,-11220079.99,13153515.44,-4.560693278,15.68364761,-4.691033454
350949,NaN,NaN,NaN,NaN,NaN,23345414.7,23345415.3,-11645894.8,-18157797.58,9244050.459,23455902.15,23455904.18,-16224047.05,14916227.83,8382762.448,20827977.98,20827979.43,-8256969.037,7516381.026,17728149.43,20689674.82,20689675.45,8668528.434,6400494.817,17806591.59,NaN,NaN,NaN,NaN,NaN,22217470.44,22217471.62,-14148807.17,-11222851.37,13151935.97,-4.540087213,15.68900607,-4.72539162
350950,19886428.96,19886433,-8054.531555,-4890035.168,19403112.9,23345970.25,23345970.8,-11645313.69,-18159979.01,9241904.408,23455275.32,23455277.25,-16222701.04,14915403.36,8385067.407,20827618.82,20827620.29,-8255375.342,7514398.324,17729306.17,20690025.84,20690026.44,8669928.524,6402670.564,17805536.53,NaN,NaN,NaN,NaN,NaN,22217935.96,22217937.16,-14148810.28,-11225622.58,13150356.17,-4.542249707,15.65586062,-4.682504551
350951,19886251.02,19886251.76,-7217.173825,-4887080.929,19403672.76,23346525.84,23346526.47,-11644732.37,-18162160.18,9239758.189,23454648.5,23454650.39,-16221355.12,14914578.44,8387372.21,20827259.74,20827261.18,-8253781.828,7512415.269,17730462.63,23041583.58,23041582.26,19713115.19,5957988.213,10607169.96,20690376.93,20690377.53,8671328.795,6404845.995,17804481.16,22218401.6,22218402.71,-14148813.23,-11228393.63,13148776.06,-4.548658373,15.65709702,-4.689647306
