3.5113e+05,0,3,2.2302e+07
3.5113e+05,0,4,2.0765e+07
3.5113e+05,0,9,2.3345e+07
3.5113e+05,0,16,1.9857e+07
3.5113e+05,0,22,2.3445e+07
3.5113e+05,0,26,2.0754e+07
3.5113e+05,0,27,2.3541e+07
3.5113e+05,0,31,2.3129e+07
3.5113e+05,0,3,2.2302e+07
3.5113e+05,0,4,2.0765e+07
3.5113e+05,0,9,2.3344e+07
3.5113e+05,0,16,1.9857e+07
3.5113e+05,0,22,2.3445e+07
3.5113e+05,0,26,2.0754e+07
3.5113e+05,0,27,2.354e+07
3.5113e+05,0,31,2.313e+07
3.5113e+05,0,3,2.2303e+07
3.5113e+05,0,4,2.0765e+07
3.5113e+05,0,9,2.3344e+07
3.5113e+05,0,16,1.9857e+07
3.5113e+05,0,22,2.3446e+07
3.5113e+05,0,26,2.0754e+07
3.5113e+05,0,27,2.3539e+07
3.5113e+05,0,31,2.313e+07
3.5113e+05,0,3,2.2303e+07
3.5113e+05,0,4,2.0764e+07
3.5113e+05,0,9,2.3343e+07
3.5113e+05,0,16,1.9856e+07
3.5113e+05,0,22,2.3446e+07
3.5113e+05,0,26,2.0755e+07
3.5113e+05,0,27,2.3539e+07
3.5113e+05,0,31,2.3131e+07
3.5113e+05,0,3,2.2304e+07
3.5113e+05,0,4,2.0764e+07
3.5113e+05,0,9,2.3342e+07
3.5113e+05,0,16,1.9856e+07
3.5113e+05,0,22,2.3447e+07
3.5113e+05,0,26,2.0755e+07
3.5113e+05,0,27,2.3538e+07
3.5113e+05,0,31,2.3131e+07
3.5113e+05,0,3,2.2304e+07
3.5113e+05,0,4,2.0764e+07
3.5113e+05,0,9,2.3342e+07
3.5113e+05,0,16,1.9856e+07
3.5113e+05,0,22,2.3448e+07
3.5113e+05,0,26,2.0755e+07
3.5113e+05,0,27,2.3537e+07
3.5113e+05,0,31,2.3132e+07
3.5113e+05,0,3,2.2304e+07
3.5113e+05,0,4,2.0763e+07
3.5113e+05,0,9,2.3341e+07
3.5113e+05,0,16,1.9856e+07
3.5113e+05,0,22,2.3448e+07
3.5113e+05,0,26,2.0756e+07
3.5113e+05,0,27,2.3537e+07
3.5113e+05,0,31,2.3132e+07
3.5113e+05,0,3,2.2305e+07
3.5113e+05,0,4,2.0763e+07
3.5113e+05,0,9,2.334e+07
3.5113e+05,0,16,1.9856e+07
3.5113e+05,0,22,2.3449e+07
3.5113e+05,0,26,2.0756e+07
3.5113e+05,0,27,2.3536e+07
3.5113e+05,0,31,2.3133e+07
3.5114e+05,0,3,2.2305e+07
3.5114e+05,0,4,2.0763e+07
3.5114e+05,0,9,2.334e+07
3.5114e+05,0,16,1.9856e+07
3.5114e+05,0,22,2.3449e+07
3.5114e+05,0,26,2.0756e+07
3.5114e+05,0,27,2.3535e+07
3.5114e+05,0,31,2.3133e+07
3.5114e+05,0,3,2.2306e+07
3.5114e+05,0,4,2.0762e+07
3.5114e+05,0,9,2.3339e+07
3.5114e+05,0,16,1.9856e+07
3.5114e+05,0,22,2.345e+07
3.5114e+05,0,26,2.0757e+07
3.5114e+05,0,27,2.3534e+07
3.5114e+05,0,31,2.3134e+07
3.5114e+05,0,3,2.2306e+07
3.5114e+05,0,4,2.0762e+07
3.5114e+05,0,9,2.3339e+07
3.5114e+05,0,16,1.9855e+07
3.5114e+05,0,22,2.345e+07
3.5114e+05,0,26,2.0757e+07
3.5114e+05,0,27,2.3534e+07
3.5114e+05,0,31,2.3134e+07
3.5114e+05,0,3,2.2307e+07
3.5114e+05,0,4,2.0762e+07
3.5114e+05,0,9,2.3338e+07
3.5114e+05,0,16,1.9855e+07
3.5114e+05,0,22,2.3451e+07
3.5114e+05,0,26,2.0758e+07
3.5114e+05,0,27,2.3533e+07
3.5114e+05,0,31,2.3135e+07
3.5114e+05,0,3,2.2307e+07
3.5114e+05,0,4,2.0761e+07
3.5114e+05,0,9,2.3337e+07
3.5114e+05,0,16,1.9855e+07
3.5114e+05,0,22,2.3452e+07
3.5114e+05,0,26,2.0758e+07
3.5114e+05,0,27,2.3532e+07
3.5114e+05,0,31,2.3135e+07
3.5114e+05,0,3,2.2308e+07
3.5114e+05,0,4,2.0761e+07
3.5114e+05,0,9,2.3337e+07
3.5114e+05,0,16,1.9855e+07
3.5114e+05,0,22,2.3452e+07
3.5114e+05,0,26,2.0758e+07
3.5114e+05,0,27,2.3532e+07
3.5114e+05,0,31,2.3136e+07
3.5114e+05,0,3,2.2308e+07
3.5114e+05,0,4,2.076e+07
3.5114e+05,0,9,2.3336e+07
3.5114e+05,0,16,1.9855e+07
3.5114e+05,0,22,2.3453e+07
3.5114e+05,0,26,2.0759e+07
3.5114e+05,0,27,2.3531e+07
3.5114e+05,0,31,2.3136e+07
3.5114e+05,0,3,2.2309e+07
3.5114e+05,0,4,2.076e+07
3.5114e+05,0,9,2.3335e+07
3.5114e+05,0,16,1.9855e+07
3.5114e+05,0,22,2.3453e+07
3.5114e+05,0,26,2.0759e+07
3.5114e+05,0,27,2.353e+07
3.5114e+05,0,31,2.3137e+07
3.5114e+05,0,3,2.2309e+07
3.5114e+05,0,4,2.076e+07
3.5114e+05,0,9,2.3335e+07
3.5114e+05,0,16,1.9855e+07
3.5114e+05,0,22,2.3454e+07
3.5114e+05,0,26,2.0759e+07
3.5114e+05,0,27,2.353e+07
3.5114e+05,0,31,2.3137e+07
3.5114e+05,0,3,2.231e+07
3.5114e+05,0,4,2.0759e+07
3.5114e+05,0,9,2.3334e+07
3.5114e+05,0,16,1.9854e+07
3.5114e+05,0,22,2.3454e+07
3.5114e+05,0,26,2.076e+07
3.5114e+05,0,27,2.3529e+07
3.5114e+05,0,31,2.3138e+07
3.5114e+05,0,3,2.231e+07
3.5114e+05,0,4,2.0759e+07
3.5114e+05,0,9,2.3334e+07
3.5114e+05,0,16,1.9854e+07
3.5114e+05,0,22,2.3455e+07
3.5114e+05,0,26,2.076e+07
3.5114e+05,0,27,2.3528e+07
3.5114e+05,0,31,2.3138e+07
3.5115e+05,0,3,2.2311e+07
3.5115e+05,0,4,2.0759e+07
3.5115e+05,0,9,2.3333e+07
3.5115e+05,0,16,1.9854e+07
3.5115e+05,0,22,2.3455e+07
3.5115e+05,0,26,2.0761e+07
3.5115e+05,0,27,2.3528e+07
3.5115e+05,0,31,2.3139e+07
3.5115e+05,0,3,2.2311e+07
3.5115e+05,0,4,2.0758e+07
3.5115e+05,0,9,2.3332e+07
3.5115e+05,0,16,1.9854e+07
3.5115e+05,0,22,2.3456e+07
3.5115e+05,0,26,2.0761e+07
3.5115e+05,0,27,2.3527e+07
3.5115e+05,0,31,2.3139e+07
3.5115e+05,0,3,2.2312e+07
3.5115e+05,0,4,2.0758e+07
3.5115e+05,0,9,2.3332e+07
3.5115e+05,0,16,1.9854e+07
3.5115e+05,0,22,2.3457e+07
3.5115e+05,0,26,2.0761e+07
3.5115e+05,0,27,2.3526e+07
3.5115e+05,0,31,2.314e+07
3.5115e+05,0,3,2.2312e+07
3.5115e+05,0,4,2.0758e+07
3.5115e+05,0,9,2.3331e+07
3.5115e+05,0,16,1.9854e+07
3.5115e+05,0,22,2.3457e+07
3.5115e+05,0,26,2.0762e+07
3.5115e+05,0,27,2.3526e+07
3.5115e+05,0,31,2.314e+07
3.5115e+05,0,3,2.2313e+07
3.5115e+05,0,4,2.0757e+07
3.5115e+05,0,9,2.333e+07
3.5115e+05,0,16,1.9853e+07
3.5115e+05,0,22,2.3458e+07
3.5115e+05,0,26,2.0762e+07
3.5115e+05,0,27,2.3525e+07
3.5115e+05,0,31,2.3141e+07
3.5115e+05,0,3,2.2313e+07
3.5115e+05,0,4,2.0757e+07
3.5115e+05,0,9,2.333e+07
3.5115e+05,0,16,1.9853e+07
3.5115e+05,0,22,2.3458e+07
3.5115e+05,0,26,2.0762e+07
3.5115e+05,0,27,2.3524e+07
3.5115e+05,0,31,2.3141e+07
3.5115e+05,0,3,2.2314e+07
3.5115e+05,0,4,2.0757e+07
3.5115e+05,0,9,2.3329e+07
3.5115e+05,0,16,1.9853e+07
3.5115e+05,0,22,2.3459e+07
3.5115e+05,0,26,2.0763e+07
3.5115e+05,0,27,2.3524e+07
3.5115e+05,0,31,2.3142e+07
3.5115e+05,0,3,2.2314e+07
3.5115e+05,0,4,2.0756e+07
3.5115e+05,0,9,2.3329e+07
3.5115e+05,0,16,1.9853e+07
3.5115e+05,0,22,2.3459e+07
3.5115e+05,0,26,2.0763e+07
3.5115e+05,0,27,2.3523e+07
3.5115e+05,0,31,2.3142e+07
3.5115e+05,0,3,2.2315e+07
3.5115e+05,0,4,2.0756e+07
3.5115e+05,0,9,2.3328e+07
3.5115e+05,0,16,1.9853e+07
3.5115e+05,0,22,2.346e+07
3.5115e+05,0,26,2.0764e+07
3.5115e+05,0,27,2.3522e+07
3.5115e+05,0,31,2.3143e+07
